"","Commodity.Name","City.Name","Type","package","package_size","package_size2","Variety","Sub.Variety","Date","Low.Price","High.Price","Mostly.Low","Mostly.High","Origin","Origin.District","Item.Size","Color"
"24","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-10-29,140,154.75,140,154.75,"MICHIGAN",NA,6,NA
"25","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-10-29,145,154.75,145,154.75,"MICHIGAN",NA,5,NA
"26","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-10-29,150,154.75,150,154.75,"MICHIGAN",NA,3,NA
"27","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-10-29,150,150,150,150,"MICHIGAN",NA,1,NA
"28","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-05,140,145,140,145,"ALABAMA",NA,2,NA
"29","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-05,140,154.75,140,154.75,"MICHIGAN",NA,6,NA
"30","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-05,145,154.75,145,154.75,"MICHIGAN",NA,5,NA
"31","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-05,150,154.75,150,154.75,"MICHIGAN",NA,3,NA
"32","PUMPKINS","ATLANTA",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-05,150,150,150,150,"MICHIGAN",NA,1,NA
"33","PUMPKINS","ATLANTA",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-30,150,150,150,150,"CANADA",NA,2,NA
"34","PUMPKINS","ATLANTA",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-30,140,145,140,145,"MICHIGAN",NA,4,NA
"35","PUMPKINS","ATLANTA",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-30,140,140,140,140,"TENNESSEE",NA,4,NA
"36","PUMPKINS","ATLANTA",NA,50,"lb","cartons","PIE TYPE","",2016-11-05,14.5,15,14.5,15,"MICHIGAN",NA,1,NA
"37","PUMPKINS","ATLANTA",NA,50,"lb","cartons","PIE TYPE","",2016-11-12,14.5,15,14.5,15,"MICHIGAN",NA,1,NA
"38","PUMPKINS","ATLANTA",NA,50,"lb","cartons","PIE TYPE","",2016-11-19,14.5,15,14.5,15,"MICHIGAN",NA,1,NA
"39","PUMPKINS","ATLANTA",NA,50,"lb","cartons","PIE TYPE","",2016-11-26,14.5,15,14.5,15,"MICHIGAN",NA,1,NA
"40","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-09-24,135,135,135,135,"NORTH CAROLINA",NA,1,NA
"41","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-10-01,135,135,135,135,"NORTH CAROLINA",NA,1,NA
"42","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-10-08,135,135,135,135,"NORTH CAROLINA",NA,1,NA
"43","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-10-15,135,135,135,135,"NORTH CAROLINA",NA,1,NA
"44","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-10-22,135,135,135,135,"NORTH CAROLINA",NA,1,NA
"45","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-10-29,135,135,135,135,"NORTH CAROLINA",NA,1,NA
"46","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-11-05,123.5,135,123.5,135,"NORTH CAROLINA",NA,1,NA
"47","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-11-12,123.5,135,123.5,135,"NORTH CAROLINA",NA,1,NA
"48","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-11-19,123.5,135,123.5,135,"NORTH CAROLINA",NA,1,NA
"49","PUMPKINS","ATLANTA",NA,24,"inch","bins","PIE TYPE","",2016-11-26,123.5,135,123.5,135,"NORTH CAROLINA",NA,1,NA
"50","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-09-24,210,286,210,286,"MICHIGAN",NA,1,NA
"51","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-10-01,210,286,210,286,"MICHIGAN",NA,1,NA
"52","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-10-08,210,286,210,286,"MICHIGAN",NA,1,NA
"53","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-10-15,210,286,210,286,"MICHIGAN",NA,1,NA
"54","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-10-22,210,286,210,286,"MICHIGAN",NA,1,NA
"55","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-10-29,210,286,210,286,"MICHIGAN",NA,1,NA
"56","PUMPKINS","ATLANTA",NA,36,"inch","bins","PIE TYPE","",2016-11-05,210,286,210,286,"MICHIGAN",NA,1,NA
"57","PUMPKINS","ATLANTA",NA,50,"lb","cartons","MINIATURE","FLAT TYPE",2017-09-30,16.5,18,16.5,16.75,"TENNESSEE",NA,3.0609756097561,NA
"58","PUMPKINS","BALTIMORE",NA,24,"inch","bins",NA,"",2017-04-29,270,280,270,280,"",NA,4,""
"59","PUMPKINS","BALTIMORE",NA,24,"inch","bins",NA,"",2017-05-06,270,280,270,280,"",NA,4,""
"60","PUMPKINS","BALTIMORE",NA,24,"inch","bins","HOWDEN TYPE","",2016-09-24,160,160,160,160,"DELAWARE",NA,2,""
"61","PUMPKINS","BALTIMORE",NA,24,"inch","bins","HOWDEN TYPE","",2016-09-24,160,160,160,160,"VIRGINIA",NA,2,""
"62","PUMPKINS","BALTIMORE",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-05,90,100,90,100,"MARYLAND",NA,4,""
"63","PUMPKINS","BALTIMORE",NA,24,"inch","bins","HOWDEN TYPE","",2016-11-12,90,100,90,100,"MARYLAND",NA,4,""
"64","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-09-24,160,170,160,170,"MARYLAND",NA,2,""
"65","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-09-24,160,160,160,160,"PENNSYLVANIA",NA,4,""
"66","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-01,160,170,160,170,"MARYLAND",NA,2,""
"67","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-01,160,160,160,160,"PENNSYLVANIA",NA,4,""
"68","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-08,160,170,160,170,"MARYLAND",NA,2,""
"69","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-08,160,160,160,160,"PENNSYLVANIA",NA,4,""
"70","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-15,150,160,150,160,"MARYLAND",NA,4,""
"71","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-15,150,170,150,170,"MARYLAND",NA,2,""
"72","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-22,150,160,150,160,"MARYLAND",NA,4,""
"73","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-22,140,160,140,160,"MARYLAND",NA,2,""
"74","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-29,100,160,100,160,"MARYLAND",NA,4,""
"75","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-29,130,160,130,160,"MARYLAND",NA,2,""
"76","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-10-29,130,130,130,130,"MARYLAND",NA,1,""
"77","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-11-05,120,130,120,130,"MARYLAND",NA,5,""
"78","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-11-05,100,130,100,130,"MARYLAND",NA,4,""
"79","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-11-05,90,100,90,100,"MARYLAND",NA,2,""
"80","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2016-11-12,100,120,100,100,"MARYLAND",NA,4,""
"81","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-16,160,160,160,160,"MARYLAND",NA,3,"ORANGE"
"82","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-23,160,160,160,160,"MARYLAND",NA,3,"ORANGE"
"83","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-30,150,160,150,160,"MARYLAND",NA,4,"ORANGE"
"84","PUMPKINS","BALTIMORE",NA,36,"inch","bins","HOWDEN TYPE","",2017-09-30,150,160,150,160,"MARYLAND",NA,3,"ORANGE"
"85","PUMPKINS","BALTIMORE",NA,24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-23,160,180,160,180,"MARYLAND",NA,2,""
"86","PUMPKINS","BALTIMORE",NA,24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-30,180,180,180,180,"MARYLAND",NA,2,""
"87","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-06-03,380,380,380,380,"",NA,5,""
"88","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-06-10,380,380,380,380,"",NA,5,""
"89","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-06-17,380,380,380,380,"",NA,5,""
"90","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-08-19,200,200,200,200,"MEXICO",NA,5,""
"91","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-08-26,200,350,200,350,"MEXICO",NA,5,""
"92","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-02,350,350,350,350,"MEXICO",NA,5,""
"93","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-09,180,180,180,180,"MARYLAND",NA,5,""
"94","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-09,200,200,200,200,"VIRGINIA",NA,5,""
"95","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-16,180,200,180,200,"MARYLAND",NA,5,""
"96","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-16,180,200,180,200,"VIRGINIA",NA,5,""
"97","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-23,340,340,340,340,"MARYLAND",NA,6,""
"98","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-23,240,250,240,250,"MARYLAND",NA,5,""
"99","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-23,200,200,200,200,"VIRGINIA",NA,5,""
"100","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-30,340,340,340,340,"MARYLAND",NA,6,""
"101","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-30,240,250,240,250,"MARYLAND",NA,5,""
"102","PUMPKINS","BALTIMORE",NA,24,"inch","bins","CINDERELLA","",2017-09-30,180,200,180,200,"VIRGINIA",NA,5,""
"103","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-08-12,29,29,29,29,"COSTA RICA",NA,4,""
"104","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-08-12,29,29,29,29,"MEXICO",NA,4,""
"105","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-08-19,28,29,28,29,"COSTA RICA",NA,4,""
"106","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-08-26,28,29,28,29,"COSTA RICA",NA,4,""
"107","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-08-26,29,29,29,29,"FLORIDA",NA,2,""
"108","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-09-02,29,29,29,29,"FLORIDA",NA,2,""
"109","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-09-09,15,15,15,15,"VIRGINIA",NA,4,""
"110","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-09-16,24,24,24,24,"MEXICO",NA,4,""
"111","PUMPKINS","BALTIMORE",NA,50,"lb","sacks","CINDERELLA","",2017-09-16,15,15,15,15,"VIRGINIA",NA,4,""
"112","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-09-24,250,260,250,260,"MARYLAND",NA,5,""
"113","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-09-24,250,260,250,260,"VIRGINIA",NA,5,""
"114","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-01,250,260,250,260,"MARYLAND",NA,5,""
"115","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-01,250,260,250,260,"VIRGINIA",NA,5,""
"116","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-08,235,260,235,260,"MARYLAND",NA,5,""
"117","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-08,250,260,250,260,"VIRGINIA",NA,5,""
"118","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-15,235,250,235,250,"MARYLAND",NA,5,""
"119","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-22,230,240,230,240,"MARYLAND",NA,5,""
"120","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-29,220,240,220,230,"MARYLAND",NA,5,""
"121","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-10-29,230,230,230,230,"VIRGINIA",NA,5,""
"122","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-11-05,200,230,200,230,"MARYLAND",NA,5,""
"123","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-11-05,200,230,200,230,"VIRGINIA",NA,5,""
"124","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-11-12,200,200,200,200,"MARYLAND",NA,5,""
"125","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-11-19,200,200,200,200,"MARYLAND",NA,5,""
"126","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-11-19,200,230,200,230,"VIRGINIA",NA,5,""
"127","PUMPKINS","BALTIMORE",NA,24,"inch","bins","FAIRYTALE","",2016-11-26,210,210,210,210,"VIRGINIA",NA,5,""
"128","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-09-24,15,15,15,15,"DELAWARE",NA,2,""
"129","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-09-24,18,18,18,18,"DELAWARE",NA,1,""
"130","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-01,18,18,18,18,"DELAWARE",NA,1,""
"131","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-01,17,17,17,17,"OHIO",NA,2,""
"132","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-08,15,15,15,15,"DELAWARE",NA,3.0609756097561,""
"133","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-08,18,18,18,18,"DELAWARE",NA,1,""
"134","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-08,17,17,17,17,"OHIO",NA,2,""
"135","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-08,17,18.5,17,18.5,"PENNSYLVANIA",NA,3.0609756097561,""
"136","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-15,15,15,15,15,"DELAWARE",NA,3.0609756097561,""
"137","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-15,17,17,17,17,"OHIO",NA,2,""
"138","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-15,17,18.5,17,18.5,"PENNSYLVANIA",NA,3.0609756097561,""
"139","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-22,15,15,15,15,"DELAWARE",NA,3.0609756097561,""
"140","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-22,17,17,17,17,"OHIO",NA,2,""
"141","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-22,17,18.5,17,18.5,"PENNSYLVANIA",NA,3.0609756097561,""
"142","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-29,15,15,15,15,"DELAWARE",NA,3.0609756097561,""
"143","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-29,16,17,16,17,"OHIO",NA,2,""
"144","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2016-10-29,16,18,16,18,"PENNSYLVANIA",NA,3.0609756097561,""
"145","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2017-09-16,18,18,18,18,"MARYLAND",NA,2,"ORANGE"
"146","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2017-09-23,16,16,16,16,"DELAWARE",NA,2,"ORANGE"
"147","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2017-09-23,18,18,18,18,"MARYLAND",NA,2,"ORANGE"
"148","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2017-09-23,16,16,16,16,"PENNSYLVANIA",NA,2,"ORANGE"
"149","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2017-09-30,16,16,16,16,"DELAWARE",NA,2,"ORANGE"
"150","PUMPKINS","BALTIMORE",NA,50,"lb","cartons","PIE TYPE","",2017-09-30,16,16,16,16,"PENNSYLVANIA",NA,2,"ORANGE"
"151","PUMPKINS","BALTIMORE",NA,24,"inch","bins","PIE TYPE","",2016-09-24,160,160,160,160,"VIRGINIA",NA,1,""
"152","PUMPKINS","BALTIMORE",NA,24,"inch","bins","PIE TYPE","",2017-09-23,200,200,200,200,"MARYLAND",NA,1,"ORANGE"
"153","PUMPKINS","BALTIMORE",NA,24,"inch","bins","PIE TYPE","",2017-09-30,190,200,190,200,"MARYLAND",NA,1,"ORANGE"
"154","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-09-24,50,60,50,60,"MARYLAND",NA,3.0609756097561,"WHITE"
"155","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-09-24,50,60,50,60,"MARYLAND",NA,3.0609756097561,""
"156","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-09-24,50,60,50,60,"VIRGINIA",NA,3.0609756097561,""
"157","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-01,50,60,50,60,"MARYLAND",NA,3.0609756097561,""
"158","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-01,50,60,50,60,"MARYLAND",NA,3.0609756097561,"WHITE"
"159","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-01,50,60,50,60,"VIRGINIA",NA,3.0609756097561,""
"160","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,50,60,50,60,"MARYLAND",NA,3.0609756097561,""
"161","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,50,60,50,60,"MARYLAND",NA,3.0609756097561,"WHITE"
"162","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,50,60,50,60,"MARYLAND",NA,6,""
"163","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,40,60,40,60,"MARYLAND",NA,4,"WHITE"
"164","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,40,60,40,60,"MARYLAND",NA,2,"WHITE"
"165","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,50,60,50,60,"VIRGINIA",NA,3.0609756097561,""
"166","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,50,60,50,60,"VIRGINIA",NA,6,""
"167","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-15,50,60,50,60,"MARYLAND",NA,6,""
"168","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-15,40,60,40,60,"MARYLAND",NA,4,"WHITE"
"169","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-15,40,60,40,60,"MARYLAND",NA,2,"WHITE"
"170","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-15,50,60,50,60,"VIRGINIA",NA,6,""
"171","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-22,50,60,50,60,"MARYLAND",NA,6,""
"172","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-22,40,60,40,60,"MARYLAND",NA,4,"WHITE"
"173","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-22,50,60,50,60,"VIRGINIA",NA,6,""
"174","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-29,50,60,50,60,"MARYLAND",NA,6,""
"175","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-29,50,60,50,60,"VIRGINIA",NA,6,""
"176","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2017-09-23,50,50,50,50,"MARYLAND",NA,6,""
"177","PUMPKINS","BALTIMORE",NA,24,"inch","bins","BIG MACK TYPE","",2017-09-30,50,50,50,50,"MARYLAND",NA,6,""
"178","PUMPKINS","BALTIMORE",NA,24,"inch","bins","MIXED HEIRLOOM VARIETIES","",2017-09-16,160,240,160,240,"MARYLAND",NA,3.0609756097561,""
"179","PUMPKINS","BALTIMORE",NA,24,"inch","bins","MIXED HEIRLOOM VARIETIES","",2017-09-23,240,240,240,240,"MARYLAND",NA,3.0609756097561,""
"180","PUMPKINS","BALTIMORE",NA,24,"inch","bins","MIXED HEIRLOOM VARIETIES","",2017-09-30,240,240,240,240,"MARYLAND",NA,3.0609756097561,""
"181","PUMPKINS","BALTIMORE",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-09-24,18,18,18,18,"MARYLAND",NA,1,""
"182","PUMPKINS","BALTIMORE",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-09-24,15,15,15,15,"MARYLAND",NA,1,"WHITE"
"183","PUMPKINS","BALTIMORE",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-01,18,18,18,18,"MARYLAND",NA,1,""
"184","PUMPKINS","BALTIMORE",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-01,15,15,15,15,"MARYLAND",NA,1,"WHITE"
"185","PUMPKINS","BALTIMORE",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-01,17,17,17,17,"OHIO",NA,1,""
